fact_id,scenario_id,period_label,topic,component,metric,value,unit,category,aggregation,data_flag
LQH-F-00358,DEMO-LQH-04-005,系统时间月份-第17日,资产管理,资产告警处理趋势,已完成,12,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00359,DEMO-LQH-04-005,系统时间月份-第17日,资产管理,资产告警处理趋势,处理中,3,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00360,DEMO-LQH-04-005,系统时间月份-第17日,资产管理,资产告警处理趋势,待处理,1,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00361,DEMO-LQH-04-005,系统时间月份-第18日,资产管理,资产告警处理趋势,已完成,20,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00362,DEMO-LQH-04-005,系统时间月份-第18日,资产管理,资产告警处理趋势,处理中,8,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00363,DEMO-LQH-04-005,系统时间月份-第18日,资产管理,资产告警处理趋势,待处理,3,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00364,DEMO-LQH-04-005,系统时间月份-第19日,资产管理,资产告警处理趋势,已完成,24,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00365,DEMO-LQH-04-005,系统时间月份-第19日,资产管理,资产告警处理趋势,处理中,7,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00366,DEMO-LQH-04-005,系统时间月份-第19日,资产管理,资产告警处理趋势,待处理,4,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00367,DEMO-LQH-04-005,系统时间月份-第20日,资产管理,资产告警处理趋势,已完成,19,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00368,DEMO-LQH-04-005,系统时间月份-第20日,资产管理,资产告警处理趋势,处理中,6,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00369,DEMO-LQH-04-005,系统时间月份-第20日,资产管理,资产告警处理趋势,待处理,2,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00370,DEMO-LQH-04-005,系统时间月份-第21日,资产管理,资产告警处理趋势,已完成,15,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00371,DEMO-LQH-04-005,系统时间月份-第21日,资产管理,资产告警处理趋势,处理中,5,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00372,DEMO-LQH-04-005,系统时间月份-第21日,资产管理,资产告警处理趋势,待处理,1,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00373,DEMO-LQH-04-005,系统时间月份-第22日,资产管理,资产告警处理趋势,已完成,17,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00374,DEMO-LQH-04-005,系统时间月份-第22日,资产管理,资产告警处理趋势,处理中,4,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00375,DEMO-LQH-04-005,系统时间月份-第22日,资产管理,资产告警处理趋势,待处理,2,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00376,DEMO-LQH-04-005,系统时间月份-第23日,资产管理,资产告警处理趋势,已完成,13,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00377,DEMO-LQH-04-005,系统时间月份-第23日,资产管理,资产告警处理趋势,处理中,5,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00378,DEMO-LQH-04-005,系统时间月份-第23日,资产管理,资产告警处理趋势,待处理,1,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00379,DEMO-LQH-04-005,系统时间月份-第24日,资产管理,资产告警处理趋势,已完成,11,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00380,DEMO-LQH-04-005,系统时间月份-第24日,资产管理,资产告警处理趋势,处理中,3,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00381,DEMO-LQH-04-005,系统时间月份-第24日,资产管理,资产告警处理趋势,待处理,1,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00382,DEMO-LQH-04-005,系统时间月份-第25日,资产管理,资产告警处理趋势,已完成,16,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00383,DEMO-LQH-04-005,系统时间月份-第25日,资产管理,资产告警处理趋势,处理中,6,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00384,DEMO-LQH-04-005,系统时间月份-第25日,资产管理,资产告警处理趋势,待处理,2,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00385,DEMO-LQH-04-005,系统时间月份-第26日,资产管理,资产告警处理趋势,已完成,21,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00386,DEMO-LQH-04-005,系统时间月份-第26日,资产管理,资产告警处理趋势,处理中,7,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00387,DEMO-LQH-04-005,系统时间月份-第26日,资产管理,资产告警处理趋势,待处理,3,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00388,DEMO-LQH-04-005,系统时间月份-第27日,资产管理,资产告警处理趋势,已完成,18,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00389,DEMO-LQH-04-005,系统时间月份-第27日,资产管理,资产告警处理趋势,处理中,5,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00390,DEMO-LQH-04-005,系统时间月份-第27日,资产管理,资产告警处理趋势,待处理,2,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00391,DEMO-LQH-04-005,系统时间月份-第28日,资产管理,资产告警处理趋势,已完成,14,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00392,DEMO-LQH-04-005,系统时间月份-第28日,资产管理,资产告警处理趋势,处理中,4,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00393,DEMO-LQH-04-005,系统时间月份-第28日,资产管理,资产告警处理趋势,待处理,1,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00394,DEMO-LQH-04-005,系统时间月份-第29日,资产管理,资产告警处理趋势,已完成,19,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00395,DEMO-LQH-04-005,系统时间月份-第29日,资产管理,资产告警处理趋势,处理中,6,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00396,DEMO-LQH-04-005,系统时间月份-第29日,资产管理,资产告警处理趋势,待处理,2,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00397,DEMO-LQH-04-005,系统时间月份-第30日,资产管理,资产告警处理趋势,已完成,22,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00398,DEMO-LQH-04-005,系统时间月份-第30日,资产管理,资产告警处理趋势,处理中,8,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00399,DEMO-LQH-04-005,系统时间月份-第30日,资产管理,资产告警处理趋势,待处理,3,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00400,DEMO-LQH-04-005,系统时间月份-第31日,资产管理,资产告警处理趋势,已完成,17,台,告警处理状态=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00401,DEMO-LQH-04-005,系统时间月份-第31日,资产管理,资产告警处理趋势,处理中,5,台,告警处理状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00402,DEMO-LQH-04-005,系统时间月份-第31日,资产管理,资产告警处理趋势,待处理,2,台,告警处理状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
