fact_id,scenario_id,period_label,topic,component,metric,value,unit,category,aggregation,data_flag
LQH-F-00103,DEMO-LQH-01-012,系统时间月份-第6日,综合态势,日用能统计,本月总用电量,11.82,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00104,DEMO-LQH-01-012,系统时间月份-第6日,综合态势,日用能统计,本月节能达成率,96.8,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00105,DEMO-LQH-01-012,系统时间月份-第7日,综合态势,日用能统计,本月总用气量,5418.9,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00106,DEMO-LQH-01-012,系统时间月份-第7日,综合态势,日用能统计,本月总用水量,19385.4,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00107,DEMO-LQH-01-012,系统时间月份-第7日,综合态势,日用能统计,本月总用电量,13.97,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00108,DEMO-LQH-01-012,系统时间月份-第7日,综合态势,日用能统计,本月节能达成率,95.5,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00109,DEMO-LQH-01-012,系统时间月份-第8日,综合态势,日用能统计,本月总用气量,6185.3,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00110,DEMO-LQH-01-012,系统时间月份-第8日,综合态势,日用能统计,本月总用水量,22152.7,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00111,DEMO-LQH-01-012,系统时间月份-第8日,综合态势,日用能统计,本月总用电量,16.05,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00112,DEMO-LQH-01-012,系统时间月份-第8日,综合态势,日用能统计,本月节能达成率,98.7,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00113,DEMO-LQH-01-012,系统时间月份-第9日,综合态势,日用能统计,本月总用气量,6972.1,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00114,DEMO-LQH-01-012,系统时间月份-第9日,综合态势,日用能统计,本月总用水量,24930.2,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00115,DEMO-LQH-01-012,系统时间月份-第9日,综合态势,日用能统计,本月总用电量,18.21,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00116,DEMO-LQH-01-012,系统时间月份-第9日,综合态势,日用能统计,本月节能达成率,97.9,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00117,DEMO-LQH-01-012,系统时间月份-第10日,综合态势,日用能统计,本月总用气量,7745.6,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00118,DEMO-LQH-01-012,系统时间月份-第10日,综合态势,日用能统计,本月总用水量,27698.9,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00119,DEMO-LQH-01-012,系统时间月份-第10日,综合态势,日用能统计,本月总用电量,20.08,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00120,DEMO-LQH-01-012,系统时间月份-第10日,综合态势,日用能统计,本月节能达成率,96.2,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00121,DEMO-LQH-01-012,系统时间月份-第11日,综合态势,日用能统计,本月总用气量,8521.4,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00122,DEMO-LQH-01-012,系统时间月份-第11日,综合态势,日用能统计,本月总用水量,30481.5,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00123,DEMO-LQH-01-012,系统时间月份-第11日,综合态势,日用能统计,本月总用电量,22.14,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00124,DEMO-LQH-01-012,系统时间月份-第11日,综合态势,日用能统计,本月节能达成率,99.4,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00125,DEMO-LQH-01-012,系统时间月份-第12日,综合态势,日用能统计,本月总用气量,9298.7,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00126,DEMO-LQH-01-012,系统时间月份-第12日,综合态势,日用能统计,本月总用水量,33245.3,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00127,DEMO-LQH-01-012,系统时间月份-第12日,综合态势,日用能统计,本月总用电量,24.25,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00128,DEMO-LQH-01-012,系统时间月份-第12日,综合态势,日用能统计,本月节能达成率,97.1,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00129,DEMO-LQH-01-012,系统时间月份-第13日,综合态势,日用能统计,本月总用气量,10072.2,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00130,DEMO-LQH-01-012,系统时间月份-第13日,综合态势,日用能统计,本月总用水量,36018.6,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00131,DEMO-LQH-01-012,系统时间月份-第13日,综合态势,日用能统计,本月总用电量,26.31,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00132,DEMO-LQH-01-012,系统时间月份-第13日,综合态势,日用能统计,本月节能达成率,95.9,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00133,DEMO-LQH-01-012,系统时间月份-第14日,综合态势,日用能统计,本月总用气量,10845.8,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00134,DEMO-LQH-01-012,系统时间月份-第14日,综合态势,日用能统计,本月总用水量,38792.1,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00135,DEMO-LQH-01-012,系统时间月份-第14日,综合态势,日用能统计,本月总用电量,28.46,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00136,DEMO-LQH-01-012,系统时间月份-第14日,综合态势,日用能统计,本月节能达成率,98.5,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00137,DEMO-LQH-01-012,系统时间月份-第15日,综合态势,日用能统计,本月总用气量,11621.5,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00138,DEMO-LQH-01-012,系统时间月份-第15日,综合态势,日用能统计,本月总用水量,41561.4,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00139,DEMO-LQH-01-012,系统时间月份-第15日,综合态势,日用能统计,本月总用电量,30.52,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00140,DEMO-LQH-01-012,系统时间月份-第15日,综合态势,日用能统计,本月节能达成率,97.3,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00141,DEMO-LQH-01-012,系统时间月份-第16日,综合态势,日用能统计,本月总用气量,12395.2,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00142,DEMO-LQH-01-012,系统时间月份-第16日,综合态势,日用能统计,本月总用水量,44345.8,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00143,DEMO-LQH-01-012,系统时间月份-第16日,综合态势,日用能统计,本月总用电量,32.41,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00144,DEMO-LQH-01-012,系统时间月份-第16日,综合态势,日用能统计,本月节能达成率,96,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00145,DEMO-LQH-01-012,系统时间月份-第17日,综合态势,日用能统计,本月总用气量,13174.9,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00146,DEMO-LQH-01-012,系统时间月份-第17日,综合态势,日用能统计,本月总用水量,47112.5,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00147,DEMO-LQH-01-012,系统时间月份-第17日,综合态势,日用能统计,本月总用电量,34.38,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00148,DEMO-LQH-01-012,系统时间月份-第17日,综合态势,日用能统计,本月节能达成率,99.2,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00149,DEMO-LQH-01-012,系统时间月份-第18日,综合态势,日用能统计,本月总用气量,13948.3,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00150,DEMO-LQH-01-012,系统时间月份-第18日,综合态势,日用能统计,本月总用水量,49885.2,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00151,DEMO-LQH-01-012,系统时间月份-第18日,综合态势,日用能统计,本月总用电量,36.24,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00152,DEMO-LQH-01-012,系统时间月份-第18日,综合态势,日用能统计,本月节能达成率,95.7,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00153,DEMO-LQH-01-012,系统时间月份-第19日,综合态势,日用能统计,本月总用气量,14725.6,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00154,DEMO-LQH-01-012,系统时间月份-第19日,综合态势,日用能统计,本月总用水量,52658.7,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00155,DEMO-LQH-01-012,系统时间月份-第19日,综合态势,日用能统计,本月总用电量,38.35,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00156,DEMO-LQH-01-012,系统时间月份-第19日,综合态势,日用能统计,本月节能达成率,98.4,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00157,DEMO-LQH-01-012,系统时间月份-第20日,综合态势,日用能统计,本月总用气量,15498.1,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00158,DEMO-LQH-01-012,系统时间月份-第20日,综合态势,日用能统计,本月总用水量,55431.1,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00159,DEMO-LQH-01-012,系统时间月份-第20日,综合态势,日用能统计,本月总用电量,40.18,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00160,DEMO-LQH-01-012,系统时间月份-第20日,综合态势,日用能统计,本月节能达成率,97.6,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00161,DEMO-LQH-01-012,系统时间月份-第21日,综合态势,日用能统计,本月总用气量,16275.4,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00162,DEMO-LQH-01-012,系统时间月份-第21日,综合态势,日用能统计,本月总用水量,58205.6,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00163,DEMO-LQH-01-012,系统时间月份-第21日,综合态势,日用能统计,本月总用电量,42.22,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00164,DEMO-LQH-01-012,系统时间月份-第21日,综合态势,日用能统计,本月节能达成率,96.9,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00165,DEMO-LQH-01-012,系统时间月份-第22日,综合态势,日用能统计,本月总用气量,17051.8,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00166,DEMO-LQH-01-012,系统时间月份-第22日,综合态势,日用能统计,本月总用水量,60981.3,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00167,DEMO-LQH-01-012,系统时间月份-第22日,综合态势,日用能统计,本月总用电量,44.15,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00168,DEMO-LQH-01-012,系统时间月份-第22日,综合态势,日用能统计,本月节能达成率,99.5,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00169,DEMO-LQH-01-012,系统时间月份-第23日,综合态势,日用能统计,本月总用气量,17822.5,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00170,DEMO-LQH-01-012,系统时间月份-第23日,综合态势,日用能统计,本月总用水量,63755.8,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00171,DEMO-LQH-01-012,系统时间月份-第23日,综合态势,日用能统计,本月总用电量,46.03,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00172,DEMO-LQH-01-012,系统时间月份-第23日,综合态势,日用能统计,本月节能达成率,98.1,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00173,DEMO-LQH-01-012,系统时间月份-第24日,综合态势,日用能统计,本月总用气量,18595.2,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00174,DEMO-LQH-01-012,系统时间月份-第24日,综合态势,日用能统计,本月总用水量,66522.4,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00175,DEMO-LQH-01-012,系统时间月份-第24日,综合态势,日用能统计,本月总用电量,48.17,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00176,DEMO-LQH-01-012,系统时间月份-第24日,综合态势,日用能统计,本月节能达成率,95.4,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00177,DEMO-LQH-01-012,系统时间月份-第25日,综合态势,日用能统计,本月总用气量,19371.7,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00178,DEMO-LQH-01-012,系统时间月份-第25日,综合态势,日用能统计,本月总用水量,69295.1,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00179,DEMO-LQH-01-012,系统时间月份-第25日,综合态势,日用能统计,本月总用电量,50.32,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00180,DEMO-LQH-01-012,系统时间月份-第25日,综合态势,日用能统计,本月节能达成率,97.8,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00181,DEMO-LQH-01-012,系统时间月份-第26日,综合态势,日用能统计,本月总用气量,20148.3,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00182,DEMO-LQH-01-012,系统时间月份-第26日,综合态势,日用能统计,本月总用水量,72068.5,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00183,DEMO-LQH-01-012,系统时间月份-第26日,综合态势,日用能统计,本月总用电量,52.48,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00184,DEMO-LQH-01-012,系统时间月份-第26日,综合态势,日用能统计,本月节能达成率,96.7,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00185,DEMO-LQH-01-012,系统时间月份-第27日,综合态势,日用能统计,本月总用气量,20922.6,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00186,DEMO-LQH-01-012,系统时间月份-第27日,综合态势,日用能统计,本月总用水量,74842.2,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00187,DEMO-LQH-01-012,系统时间月份-第27日,综合态势,日用能统计,本月总用电量,54.55,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00188,DEMO-LQH-01-012,系统时间月份-第27日,综合态势,日用能统计,本月节能达成率,98.9,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00189,DEMO-LQH-01-012,系统时间月份-第28日,综合态势,日用能统计,本月总用气量,21695.1,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00190,DEMO-LQH-01-012,系统时间月份-第28日,综合态势,日用能统计,本月总用水量,77615.6,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00191,DEMO-LQH-01-012,系统时间月份-第28日,综合态势,日用能统计,本月总用电量,56.61,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00192,DEMO-LQH-01-012,系统时间月份-第28日,综合态势,日用能统计,本月节能达成率,97.2,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00193,DEMO-LQH-01-012,系统时间月份-第29日,综合态势,日用能统计,本月总用气量,22472.8,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00194,DEMO-LQH-01-012,系统时间月份-第29日,综合态势,日用能统计,本月总用水量,80388.3,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00195,DEMO-LQH-01-012,系统时间月份-第29日,综合态势,日用能统计,本月总用电量,58.74,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00196,DEMO-LQH-01-012,系统时间月份-第29日,综合态势,日用能统计,本月节能达成率,95.6,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00197,DEMO-LQH-01-012,系统时间月份-第30日,综合态势,日用能统计,本月总用气量,23245.5,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00198,DEMO-LQH-01-012,系统时间月份-第30日,综合态势,日用能统计,本月总用水量,83162.9,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00199,DEMO-LQH-01-012,系统时间月份-第30日,综合态势,日用能统计,本月总用电量,60.85,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00200,DEMO-LQH-01-012,系统时间月份-第30日,综合态势,日用能统计,本月节能达成率,98.3,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00201,DEMO-LQH-01-012,系统时间月份-第31日,综合态势,日用能统计,本月总用气量,24037.4,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00202,DEMO-LQH-01-012,系统时间月份-第31日,综合态势,日用能统计,本月总用水量,85942.6,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00203,DEMO-LQH-01-012,系统时间月份-第31日,综合态势,日用能统计,本月总用电量,62.91,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00204,DEMO-LQH-01-012,系统时间月份-第31日,综合态势,日用能统计,本月节能达成率,99,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
