fact_id,scenario_id,time_label,topic,component,metric,value,unit,category,aggregation,data_flag
LQH-F-00632,DEMO-LQH-06-004,系统时间日期-12:00:00,能源管理,充电桩运行,负荷,6350,kW,负荷类型=逆变器实际功率,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00633,DEMO-LQH-06-004,系统时间日期-06:00:00,能源管理,充电桩运行,负荷,52,kW,负荷类型=功率预测,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00634,DEMO-LQH-06-004,系统时间日期-07:00:00,能源管理,充电桩运行,负荷,610,kW,负荷类型=功率预测,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00635,DEMO-LQH-06-004,系统时间日期-08:00:00,能源管理,充电桩运行,负荷,1820,kW,负荷类型=功率预测,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00636,DEMO-LQH-06-004,系统时间日期-09:00:00,能源管理,充电桩运行,负荷,3450,kW,负荷类型=功率预测,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00637,DEMO-LQH-06-004,系统时间日期-10:00:00,能源管理,充电桩运行,负荷,4880,kW,负荷类型=功率预测,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00638,DEMO-LQH-06-004,系统时间日期-11:00:00,能源管理,充电桩运行,负荷,6050,kW,负荷类型=功率预测,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00639,DEMO-LQH-06-004,系统时间日期-12:00:00,能源管理,充电桩运行,负荷,6400,kW,负荷类型=功率预测,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00648,DEMO-LQH-06-009,系统时间日期-06:00:00,能源管理,光伏运行,发电量,0.05,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00649,DEMO-LQH-06-009,系统时间日期-07:00:00,能源管理,光伏运行,发电量,0.32,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00650,DEMO-LQH-06-009,系统时间日期-08:00:00,能源管理,光伏运行,发电量,1.15,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00651,DEMO-LQH-06-009,系统时间日期-09:00:00,能源管理,光伏运行,发电量,2.8,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00652,DEMO-LQH-06-009,系统时间日期-10:00:00,能源管理,光伏运行,发电量,4.25,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00653,DEMO-LQH-06-009,系统时间日期-11:00:00,能源管理,光伏运行,发电量,5.6,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00654,DEMO-LQH-06-009,系统时间日期-12:00:00,能源管理,光伏运行,发电量,6.1,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00655,DEMO-LQH-06-009,系统时间日期-13:00:00,能源管理,光伏运行,发电量,6.5,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00656,DEMO-LQH-06-009,系统时间日期-14:00:00,能源管理,光伏运行,发电量,7.8,GWh,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00684,DEMO-LQH-06-016,系统时间日期-00:00:00,能源管理,充电桩运行,负荷,912,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00685,DEMO-LQH-06-016,系统时间日期-01:00:00,能源管理,充电桩运行,负荷,854,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00686,DEMO-LQH-06-016,系统时间日期-02:00:00,能源管理,充电桩运行,负荷,813,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00687,DEMO-LQH-06-016,系统时间日期-03:00:00,能源管理,充电桩运行,负荷,794,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00688,DEMO-LQH-06-016,系统时间日期-04:00:00,能源管理,充电桩运行,负荷,831,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00689,DEMO-LQH-06-016,系统时间日期-05:00:00,能源管理,充电桩运行,负荷,947,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00690,DEMO-LQH-06-016,系统时间日期-06:00:00,能源管理,充电桩运行,负荷,1423,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00691,DEMO-LQH-06-016,系统时间日期-07:00:00,能源管理,充电桩运行,负荷,2864,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00692,DEMO-LQH-06-016,系统时间日期-08:00:00,能源管理,充电桩运行,负荷,4219,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00693,DEMO-LQH-06-016,系统时间日期-09:00:00,能源管理,充电桩运行,负荷,4983,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00694,DEMO-LQH-06-016,系统时间日期-10:00:00,能源管理,充电桩运行,负荷,5126,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00695,DEMO-LQH-06-016,系统时间日期-11:00:00,能源管理,充电桩运行,负荷,5041,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00696,DEMO-LQH-06-016,系统时间日期-12:00:00,能源管理,充电桩运行,负荷,4437,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00697,DEMO-LQH-06-016,系统时间日期-13:00:00,能源管理,充电桩运行,负荷,4268,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00698,DEMO-LQH-06-016,系统时间日期-14:00:00,能源管理,充电桩运行,负荷,4682,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00699,DEMO-LQH-06-016,系统时间日期-15:00:00,能源管理,充电桩运行,负荷,4891,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00700,DEMO-LQH-06-016,系统时间日期-16:00:00,能源管理,充电桩运行,负荷,4724,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00701,DEMO-LQH-06-016,系统时间日期-17:00:00,能源管理,充电桩运行,负荷,4153,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00702,DEMO-LQH-06-016,系统时间日期-18:00:00,能源管理,充电桩运行,负荷,3127,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00703,DEMO-LQH-06-016,系统时间日期-19:00:00,能源管理,充电桩运行,负荷,2246,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00704,DEMO-LQH-06-016,系统时间日期-20:00:00,能源管理,充电桩运行,负荷,1684,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00705,DEMO-LQH-06-016,系统时间日期-21:00:00,能源管理,充电桩运行,负荷,1329,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00706,DEMO-LQH-06-016,系统时间日期-22:00:00,能源管理,充电桩运行,负荷,1108,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00707,DEMO-LQH-06-016,系统时间日期-23:00:00,能源管理,充电桩运行,负荷,982,kW,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
