fact_id,scenario_id,period_label,topic,component,metric,value,unit,category,aggregation,data_flag
LQH-F-00042,DEMO-LQH-01-008,系统时间年度-第8月,综合态势,工单处理统计,工单数,5745,件,工单状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00043,DEMO-LQH-01-008,系统时间年度-第8月,综合态势,工单处理统计,工单数,326,件,工单状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00044,DEMO-LQH-01-008,系统时间年度-第8月,综合态势,工单处理统计,工单数,194,件,工单状态=已关闭,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00045,DEMO-LQH-01-008,系统时间年度-第9月,综合态势,工单处理统计,工单数,5312,件,工单状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00046,DEMO-LQH-01-008,系统时间年度-第9月,综合态势,工单处理统计,工单数,278,件,工单状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00047,DEMO-LQH-01-008,系统时间年度-第9月,综合态势,工单处理统计,工单数,145,件,工单状态=已关闭,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00048,DEMO-LQH-01-008,系统时间年度-第10月,综合态势,工单处理统计,工单数,4890,件,工单状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00049,DEMO-LQH-01-008,系统时间年度-第10月,综合态势,工单处理统计,工单数,195,件,工单状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00050,DEMO-LQH-01-008,系统时间年度-第10月,综合态势,工单处理统计,工单数,112,件,工单状态=已关闭,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00051,DEMO-LQH-01-008,系统时间年度-第11月,综合态势,工单处理统计,工单数,5520,件,工单状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00052,DEMO-LQH-01-008,系统时间年度-第11月,综合态势,工单处理统计,工单数,315,件,工单状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00053,DEMO-LQH-01-008,系统时间年度-第11月,综合态势,工单处理统计,工单数,165,件,工单状态=已关闭,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00054,DEMO-LQH-01-008,系统时间年度-第12月,综合态势,工单处理统计,工单数,5980,件,工单状态=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00055,DEMO-LQH-01-008,系统时间年度-第12月,综合态势,工单处理统计,工单数,430,件,工单状态=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00056,DEMO-LQH-01-008,系统时间年度-第12月,综合态势,工单处理统计,工单数,258,件,工单状态=已关闭,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
